date,campaign_name,campaign_id,adset_name,objective,spend,impressions,clicks,conversions,conversion_value
2026-05-08,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,525.52,49871,310,14,1218.73
2026-05-08,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,192.99,16691,116,5,273.17
2026-05-08,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS3,OUTCOME_SALES,1896.21,248074,2290,101,9590.47
2026-05-09,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,938.19,144571,1289,43,3491.92
2026-05-09,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,471.87,73331,1184,60,3866.71
2026-05-09,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1181.78,113723,1843,31,1464.29
2026-05-09,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,210.30,18916,196,7,613.70
2026-05-09,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,196.59,27703,337,13,1074.86
2026-05-09,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS3,OUTCOME_SALES,1497.87,169494,1469,55,2543.22
2026-05-10,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1131.51,137667,1393,78,4331.26
2026-05-10,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,335.82,29060,211,6,255.38
2026-05-10,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1107.94,138735,1978,92,6835.40
2026-05-10,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,279.62,33104,285,6,542.59
2026-05-10,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,131.66,14785,287,6,271.52
2026-05-10,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1245.53,193313,4035,158,11769.27
2026-05-11,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1916.80,207505,1850,42,1862.04
2026-05-11,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,551.53,81293,1236,44,4098.25
2026-05-11,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1754.54,247334,1716,74,4482.62
2026-05-11,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,350.25,50021,996,15,731.95
2026-05-11,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,242.87,33301,338,10,808.66
2026-05-11,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS1,OUTCOME_SALES,2702.32,281761,3895,194,7670.92
2026-05-12,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1586.69,170649,1272,59,4793.57
2026-05-12,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,619.80,78478,1472,74,3126.93
2026-05-12,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1175.54,111046,2295,40,2005.71
2026-05-12,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,426.11,39868,353,16,836.02
2026-05-12,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,243.64,36200,227,11,960.52
2026-05-12,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1598.79,208616,3259,164,13793.89
2026-05-13,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1910.36,188342,2718,55,3289.73
2026-05-13,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,488.76,69077,1447,80,3901.00
2026-05-13,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1250.17,186572,1586,88,6061.82
2026-05-13,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,394.92,37905,497,17,1345.40
2026-05-13,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,231.95,31419,342,15,803.82
2026-05-13,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,2583.39,232042,3354,55,2988.80
2026-05-14,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1773.30,186280,3387,153,13501.81
2026-05-14,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,741.68,65436,698,28,1436.44
2026-05-14,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1127.39,170092,1316,69,4838.17
2026-05-14,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,382.69,37269,574,24,1763.70
2026-05-14,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,330.06,42735,411,16,1105.48
2026-05-14,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS1,OUTCOME_SALES,2143.38,197985,3455,145,12154.10
2026-05-15,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1634.36,196616,2327,48,3344.25
2026-05-15,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,651.34,100994,1904,94,4919.89
2026-05-15,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1577.01,147017,2040,89,4584.43
2026-05-15,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,416.84,42206,472,16,961.33
2026-05-15,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,193.32,21184,192,10,941.35
2026-05-15,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1975.59,211521,1359,21,1942.88
2026-05-16,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,912.06,121122,1882,45,4278.89
2026-05-16,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,524.93,84437,539,28,1767.04
2026-05-16,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,858.51,125095,811,27,2498.58
2026-05-16,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,365.73,54388,741,38,3182.70
2026-05-16,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,177.79,26500,234,3,259.91
2026-05-16,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS3,OUTCOME_SALES,1563.90,136436,2308,60,3168.96
2026-05-17,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1139.23,110647,1125,19,1124.86
2026-05-17,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,471.70,40670,532,28,2150.75
2026-05-17,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1037.36,152867,1917,105,4453.77
2026-05-17,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,271.18,23312,487,26,2168.86
2026-05-17,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,185.14,20070,408,22,1799.59
2026-05-17,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1445.30,132023,968,44,2382.84
2026-05-18,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,2304.91,295260,5073,235,21729.09
2026-05-18,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,714.04,66060,669,21,1976.09
2026-05-18,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1373.20,169785,1324,64,2863.92
2026-05-18,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,398.42,40072,810,21,1217.05
2026-05-18,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,326.35,28370,468,17,798.43
2026-05-18,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1711.10,196478,1640,84,3523.30
2026-05-19,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1345.27,197422,4108,80,3244.70
2026-05-19,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,587.61,50666,999,18,1077.13
2026-05-19,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1049.33,154870,2593,119,8108.23
2026-05-19,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,365.68,36211,476,15,616.35
2026-05-19,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,209.80,26545,248,13,748.93
2026-05-19,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,2390.66,333702,4431,191,15656.80
2026-05-20,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1863.60,295191,3823,169,10669.35
2026-05-20,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,694.76,105689,1672,33,1409.04
2026-05-20,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1051.64,128623,1271,57,3928.82
2026-05-20,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,367.89,50907,354,18,787.27
2026-05-20,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,225.78,21526,417,14,985.08
2026-05-20,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS1,OUTCOME_SALES,2805.85,284655,5523,267,21251.42
2026-05-21,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1791.97,224022,4610,181,17195.42
2026-05-21,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,511.36,48404,996,23,2142.16
2026-05-21,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1028.26,113302,1517,55,4900.50
2026-05-21,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,408.56,35995,401,7,599.75
2026-05-21,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,210.91,29136,278,11,631.98
2026-05-21,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,2642.72,247178,3491,99,6842.41
2026-05-22,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1420.19,126037,1255,41,1894.50
2026-05-22,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,739.83,76012,1578,64,5120.07
2026-05-22,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1456.35,186193,2829,154,6186.94
2026-05-22,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,304.05,41243,581,27,1070.21
2026-05-22,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,207.54,29441,547,27,1395.01
2026-05-22,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS2,OUTCOME_SALES,1676.73,146980,3011,63,4015.75
2026-05-23,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1571.59,202086,1635,92,6451.09
2026-05-23,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,507.14,52716,318,6,228.80
2026-05-23,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,691.23,79718,1045,46,3650.63
2026-05-23,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,281.58,27189,357,18,1122.58
2026-05-23,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,203.63,18562,200,7,359.78
2026-05-23,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS1,OUTCOME_SALES,1915.09,164242,1372,43,1773.68
2026-05-24,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,954.90,88388,1401,73,4594.29
2026-05-24,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,482.69,59429,1195,37,2598.79
2026-05-24,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,843.36,96662,1179,17,750.34
2026-05-24,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,324.49,45590,520,22,1912.62
2026-05-24,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,188.33,19440,140,5,436.77
2026-05-24,ACME_NA_SOCIAL_PROMO_Q2,2384863573,ACME_NA_SOCIAL_PROMO_Q2__AS1,OUTCOME_SALES,1574.42,175627,2137,109,4554.31
2026-05-25,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,2290.11,356949,5480,177,13145.89
2026-05-25,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,670.71,92513,967,17,730.59
2026-05-25,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1118.49,107067,2218,45,2132.05
2026-05-25,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,320.48,28286,490,23,1793.06
2026-05-25,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,257.85,24562,162,8,540.39
2026-05-26,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1942.91,266786,3720,70,3100.68
2026-05-26,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,525.68,70807,763,20,1042.39
2026-05-26,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1803.85,247256,3898,130,6135.35
2026-05-26,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,451.01,65764,861,33,1594.38
2026-05-26,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,329.54,34602,565,14,585.40
2026-05-27,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1331.67,115053,1807,69,2637.34
2026-05-27,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,697.31,82987,886,17,1091.52
2026-05-27,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1108.04,126613,2098,48,2193.40
2026-05-27,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,500.71,49416,327,16,809.84
2026-05-27,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,314.47,47908,948,40,2265.70
2026-05-28,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1406.38,194322,2658,49,3396.91
2026-05-28,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,527.44,79951,1541,63,5708.70
2026-05-28,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1371.50,152987,1877,104,8653.34
2026-05-28,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,306.40,49117,376,14,932.38
2026-05-28,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,191.82,24104,492,7,415.19
2026-05-29,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1456.85,124616,2179,64,2851.47
2026-05-29,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,480.88,43173,448,12,949.91
2026-05-29,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1547.00,202431,1431,28,2445.31
2026-05-29,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,323.66,42107,643,11,927.70
2026-05-29,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,261.48,38447,804,16,1279.84
2026-05-30,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1091.42,120878,1122,37,2053.40
2026-05-30,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,435.82,47741,742,22,1169.07
2026-05-30,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,791.84,69773,1059,24,1962.19
2026-05-30,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,299.57,31946,396,21,1559.15
2026-05-30,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,201.23,22227,348,10,380.12
2026-05-31,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1210.55,156571,2624,115,5099.56
2026-05-31,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,472.61,70671,1291,50,2615.45
2026-05-31,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1016.81,155466,2690,128,8994.49
2026-05-31,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,311.32,29312,351,14,884.31
2026-05-31,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,143.25,17811,167,9,557.54
2026-06-01,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1751.68,150978,1490,33,2026.20
2026-06-01,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,647.55,62927,638,22,1180.34
2026-06-01,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1530.83,202731,3044,46,4126.38
2026-06-01,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,410.01,44156,307,16,938.82
2026-06-01,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,323.26,31075,412,19,1028.18
2026-06-02,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,2241.28,260841,2475,43,1843.53
2026-06-02,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,600.62,76720,506,15,999.87
2026-06-02,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1009.19,93524,663,12,915.42
2026-06-02,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,358.87,53884,1050,18,878.34
2026-06-02,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,247.43,26650,360,17,659.88
2026-06-03,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1398.34,175157,2316,122,8072.13
2026-06-03,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,829.42,70834,998,53,4114.01
2026-06-03,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1563.29,187543,2884,61,3537.32
2026-06-03,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,360.69,52829,1004,34,3116.54
2026-06-03,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,245.82,25938,270,13,678.68
2026-06-04,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,2078.60,277891,3619,97,9095.74
2026-06-04,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,637.28,73873,1021,44,2212.42
2026-06-04,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1363.99,186098,1432,75,4872.42
2026-06-04,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,549.20,56035,1078,43,2899.99
2026-06-04,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,293.65,28285,493,19,952.43
2026-06-05,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1941.06,305813,3605,113,7842.17
2026-06-05,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,592.50,57423,1159,64,5728.94
2026-06-05,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1803.33,287798,3164,117,9428.40
2026-06-05,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,538.09,64645,1161,48,4182.77
2026-06-05,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,292.04,38793,679,32,2119.53
2026-06-06,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1355.28,199078,1965,111,6613.17
2026-06-06,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,569.55,73900,651,12,567.96
2026-06-06,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1057.72,124288,2136,64,3709.01
2026-06-06,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,349.61,30663,541,23,1634.18
2026-06-06,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,195.83,29325,329,12,788.08
2026-06-07,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1344.55,128720,1701,31,2802.45
2026-06-07,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,344.76,36678,352,6,477.30
